"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"315",232,62,64,92,113,86,110,177,1382,72,283,30,796,91,215,49,267,125,83,671
"316",87,212,49,65,25,121,63,72,1835,94,308,94,709,55,229,19,247,91,240,385
"317",120,130,25,64,38,38,97,190,1433,167,266,14,980,97,296,132,99,95,278,441
"318",159,141,23,154,17,55,144,199,1811,112,179,18,810,69,217,51,112,35,375,319
"319",129,67,63,176,139,110,126,138,1267,51,293,163,921,77,133,20,140,76,438,473
"320",80,314,116,49,129,138,91,117,1550,213,180,12,577,83,263,57,169,118,319,425
"321",128,180,8,78,83,30,68,494,1383,123,287,81,564,132,175,139,181,46,359,461
"322",203,153,63,124,15,50,44,286,1512,39,199,72,953,102,142,28,198,80,314,423
"323",273,97,29,19,66,96,125,198,1578,125,261,46,815,47,148,52,188,128,317,392
"324",203,166,31,24,63,62,208,176,1552,137,215,223,752,80,133,56,80,190,185,464
"325",218,82,48,72,101,95,173,177,1442,61,281,85,956,108,258,30,108,48,298,359
"326",125,126,66,108,51,48,73,200,1390,135,371,67,739,21,287,95,161,51,446,440
"327",330,105,116,15,113,88,51,69,1666,161,272,51,733,21,253,54,44,58,404,396
"328",110,152,49,70,69,112,49,203,1228,237,405,111,902,42,274,45,148,42,323,429
"329",69,150,78,83,77,101,90,166,1772,83,160,76,644,71,215,59,138,258,310,400
"330",200,180,46,27,149,23,136,184,1482,97,415,66,807,59,135,159,149,60,269,357
"331",239,61,45,49,72,137,213,133,1834,142,175,46,553,151,109,91,230,90,271,359
"332",95,147,141,66,156,69,56,178,1594,28,316,25,922,124,96,45,173,36,251,482
"333",232,122,86,141,153,123,79,145,1537,193,285,59,737,36,159,38,57,30,428,360
"334",39,173,60,68,41,34,64,267,1676,215,326,48,652,48,210,118,109,113,300,439
"335",139,145,54,62,85,97,142,114,1430,99,304,53,835,207,234,44,223,31,292,410
"336",209,113,191,26,170,47,120,124,1373,154,178,81,866,32,219,113,135,113,275,461
"337",102,138,52,53,131,28,48,80,1529,108,241,205,904,121,200,33,87,118,378,444
"338",141,110,72,260,99,54,39,254,1555,121,258,96,842,61,171,21,174,67,272,333
"339",222,92,76,70,173,63,44,184,1332,169,231,52,740,95,229,85,94,93,305,651
"340",95,114,167,97,97,55,157,210,1719,125,350,39,641,47,123,147,76,48,398,295
"341",167,136,23,103,104,85,126,231,1598,117,368,85,829,89,170,36,141,126,265,201
"342",171,164,58,25,50,167,142,80,1420,91,258,26,1020,99,171,58,196,91,303,410
"343",203,148,135,65,54,104,144,169,1912,35,215,53,709,37,77,55,149,38,294,404
"344",80,345,92,33,126,66,63,122,1473,126,347,84,907,20,168,179,145,69,188,367
"345",189,168,105,32,120,92,28,249,1402,169,304,9,990,73,180,95,187,108,184,316
"346",102,156,35,18,91,65,122,230,1328,110,388,76,707,92,255,66,138,118,389,514
"347",227,189,158,88,29,127,49,251,1482,61,300,127,778,78,117,75,137,88,339,300
"348",100,96,11,41,11,61,177,190,1445,42,291,67,1207,58,189,133,174,35,191,481
"349",79,209,96,51,54,107,125,163,1483,115,343,66,703,66,304,73,40,29,332,562
"350",137,101,38,49,126,71,238,180,1516,91,305,44,842,77,263,135,114,52,315,306
"351",139,156,139,64,67,39,57,146,1450,87,288,75,776,84,210,60,202,75,414,472
"352",74,83,22,32,81,131,94,172,1968,151,196,45,775,46,124,76,172,54,257,447
"353",117,82,39,60,138,104,88,187,1490,194,223,78,703,167,310,41,149,65,284,481
"354",158,95,62,80,22,94,83,168,1580,47,361,41,744,106,139,72,323,64,268,493
"355",189,92,55,85,149,41,125,149,1685,37,269,33,838,10,283,28,155,47,397,333
"356",148,155,16,56,48,64,113,187,1588,119,264,98,833,127,160,89,157,65,248,465
"357",146,169,81,64,38,25,84,115,1693,71,217,42,847,77,167,80,218,106,320,440
"358",100,109,62,166,113,130,149,171,1637,93,239,69,713,44,179,98,129,49,268,482
"359",205,96,29,34,112,74,82,274,1356,79,287,26,837,92,322,114,147,32,313,489
"360",117,115,67,118,70,47,110,244,1587,128,279,54,884,97,121,134,210,38,210,370
"361",225,159,52,90,55,107,96,242,1289,157,366,137,683,80,298,50,175,150,222,367
"362",194,96,97,110,74,93,152,197,1547,114,322,31,886,31,168,37,142,25,402,282
"363",113,79,51,109,47,63,88,204,1209,60,404,19,1067,53,247,58,211,84,477,357
"364",251,113,62,83,153,39,112,233,1533,58,211,17,826,47,245,63,202,56,442,254
"365",226,96,18,160,96,27,182,84,1775,69,230,109,723,75,133,81,167,69,215,465
"366",91,129,20,47,156,66,141,286,1538,131,242,23,832,38,160,116,271,133,188,392
"367",229,189,47,117,60,72,88,205,1431,55,316,44,819,122,180,79,322,17,160,448
"368",75,278,120,59,28,48,144,208,1672,178,284,59,643,74,87,130,112,64,226,511
"369",115,176,71,45,91,53,176,198,1451,189,429,78,763,92,117,52,76,88,320,420
"370",140,133,47,158,135,69,112,129,1571,175,239,17,786,71,204,54,145,26,366,423
"371",130,138,37,49,127,20,95,229,1705,107,374,15,793,107,230,61,141,40,207,395
"372",100,108,9,65,28,75,147,103,1432,128,322,32,1051,118,237,20,163,82,212,568
"373",135,76,91,40,59,103,113,172,1805,102,339,39,539,41,183,17,278,39,350,479
"374",180,193,71,77,55,124,22,171,1477,58,329,74,685,212,214,74,158,83,262,481
"375",195,78,41,100,97,98,91,175,1647,64,270,41,837,45,165,35,172,104,441,304
"376",280,49,6,44,71,21,55,160,1596,79,325,120,723,120,208,60,154,44,333,552
"377",55,124,31,60,141,64,168,137,1931,194,236,49,751,139,176,61,107,50,249,277
"378",96,97,91,32,50,93,158,219,1346,199,167,115,829,112,285,50,133,71,384,473
"379",182,166,69,95,63,90,108,91,1536,104,216,39,972,9,186,57,262,78,282,395
"380",105,127,102,61,131,63,107,132,1588,123,271,12,848,96,364,41,210,49,304,266
"381",102,193,30,66,82,141,122,302,1344,150,279,155,882,80,98,103,134,52,295,390
"382",197,113,31,136,110,54,221,122,1361,94,378,17,779,20,151,34,140,75,343,624
"383",170,187,171,93,111,100,43,183,1351,119,224,89,872,46,216,19,125,61,326,494
"384",103,239,104,55,164,62,152,210,1346,64,318,47,1043,31,135,137,185,87,195,323
"385",105,224,104,110,171,63,78,185,1347,92,267,46,805,89,286,68,172,120,254,414
"386",129,162,75,43,26,125,139,192,1370,61,201,56,885,108,234,109,281,21,295,488
"387",95,172,18,50,131,190,253,173,1487,127,329,59,734,146,154,42,125,46,302,367
"388",119,107,143,42,95,97,88,172,1484,100,250,79,727,102,289,74,158,103,276,495
"389",163,202,25,8,93,67,25,129,1473,158,342,99,886,152,353,18,163,83,197,364
"390",240,141,41,55,57,198,41,217,1616,119,269,121,728,78,176,25,177,37,327,337
"391",177,62,37,62,141,65,145,294,1347,80,292,18,797,77,223,106,298,44,282,453
"392",143,197,70,103,63,42,34,97,1754,96,368,30,748,125,156,71,219,83,254,347
"393",128,127,71,69,78,26,60,211,1367,136,320,77,872,106,219,100,187,109,299,438
"394",118,154,24,106,144,56,118,204,1541,143,406,8,841,51,131,128,204,58,167,398
"395",210,261,71,18,72,128,194,182,1458,53,373,17,700,23,191,38,72,120,195,624
"396",107,199,112,107,79,39,129,210,1401,86,261,16,871,87,221,47,125,63,385,455
"397",92,157,93,55,46,18,127,160,1673,77,351,60,869,51,239,32,123,19,282,476
"398",50,119,41,60,90,70,123,208,1614,126,297,77,768,53,124,74,286,92,243,485
"399",61,47,19,52,71,74,226,318,1642,68,405,54,745,45,194,91,163,74,225,426
"400",74,148,31,117,68,38,108,145,1792,110,233,51,877,120,164,46,147,159,235,337
"401",86,106,79,38,47,108,74,249,1318,246,278,35,858,97,411,30,228,55,307,350
"402",127,183,109,32,64,83,95,235,1324,204,250,32,1044,145,130,47,120,48,220,508
"403",236,118,17,50,59,120,68,219,1517,121,334,87,848,51,255,39,80,59,224,498
"404",210,220,62,43,58,63,131,159,1688,153,277,54,592,78,169,72,193,47,233,498
"405",173,195,18,27,64,113,120,253,1576,181,301,16,757,89,315,49,66,29,324,334
"406",132,79,68,50,144,82,42,231,1586,157,245,93,779,68,169,66,238,101,231,439
"407",214,106,226,41,68,138,123,171,1141,131,224,66,1036,27,246,103,199,32,318,390
"408",134,133,30,167,99,95,158,67,1596,59,386,49,706,98,149,91,91,141,311,440
"409",120,192,80,131,53,106,143,120,1676,83,201,35,715,72,236,130,180,40,279,408
"410",235,118,80,130,64,41,188,163,1789,25,278,14,712,103,157,105,164,30,189,415
"411",19,82,17,35,63,56,184,151,1454,59,456,44,1013,205,293,73,185,59,265,287
"412",198,130,60,37,36,87,85,156,1553,176,229,3,881,123,230,70,179,68,187,512
"413",81,175,61,24,68,44,83,120,1424,119,328,102,957,50,159,121,207,28,232,617
"414",121,67,51,112,58,44,165,232,1773,64,260,40,718,74,236,51,157,21,228,528
"415",108,141,25,48,72,76,154,112,1594,109,294,63,824,176,274,73,166,2,232,457
"416",112,228,116,105,40,85,89,171,1617,81,288,112,648,105,195,61,134,128,293,392
"417",202,176,110,99,51,47,50,124,1447,69,242,80,832,34,216,118,379,120,278,326
"418",136,196,56,128,60,62,136,125,1494,75,199,50,971,169,136,56,201,67,244,439
"419",91,164,76,57,43,36,173,174,1339,73,177,127,928,58,538,55,181,107,196,407
"420",144,146,91,60,153,109,251,178,1324,129,325,72,702,135,159,60,239,84,211,428
"421",68,133,92,36,54,73,53,170,1630,89,480,48,846,32,150,49,147,73,228,549
"422",96,87,118,13,118,103,86,198,1396,202,451,146,709,124,185,41,167,148,268,344
"423",248,116,104,51,134,65,101,187,1428,89,354,118,714,142,224,120,136,35,281,353
"424",104,94,18,163,128,171,162,197,1442,85,438,114,732,50,103,87,221,35,331,325
"425",82,66,136,34,98,28,100,156,1483,111,322,119,818,187,142,78,151,140,339,410
"426",250,156,45,34,24,183,124,169,1431,182,204,60,903,164,130,59,211,119,173,379
"427",202,122,45,58,47,53,124,157,1506,40,248,77,1054,66,194,79,199,57,284,388
"428",132,151,126,27,70,184,215,214,1468,174,339,94,690,164,142,60,61,52,271,366
"429",234,81,112,79,36,195,153,171,1643,50,238,89,949,79,117,34,136,48,308,248
"430",128,198,146,80,92,47,100,149,1685,44,243,42,1095,85,134,20,94,39,205,374
"431",182,95,75,34,105,23,70,235,1431,80,484,33,594,193,210,110,93,77,492,384
"432",110,76,38,172,35,53,65,116,1603,285,409,48,767,72,236,72,133,149,108,453
"433",89,149,122,123,120,189,173,202,1228,139,251,76,740,51,195,88,110,82,284,589
"434",183,198,23,23,77,61,175,151,1777,75,372,28,837,106,151,19,81,81,168,414
"435",167,99,64,75,48,49,143,138,1560,124,177,34,956,85,146,30,163,45,263,634
"436",180,59,81,14,107,78,189,202,1516,63,478,21,780,36,230,61,118,36,238,513
"437",85,116,45,97,72,58,43,159,1670,159,302,142,785,71,222,152,222,36,279,285
"438",145,77,122,55,110,34,113,166,1573,109,235,35,840,46,270,65,216,48,386,355
"439",118,85,111,155,76,86,166,131,1427,162,337,85,678,89,221,87,216,55,257,458
"440",146,115,70,66,103,74,133,207,1202,212,268,104,655,144,248,141,159,62,262,629
"441",302,84,27,32,41,60,79,157,1738,110,283,76,769,78,63,131,250,46,213,461
"442",223,96,55,37,39,18,113,86,1859,202,374,18,637,78,178,52,150,83,261,441
"443",308,140,54,49,41,34,90,221,1551,42,424,32,892,157,148,127,97,23,246,324
"444",85,139,50,60,124,232,140,266,1405,110,283,19,917,85,202,91,160,77,181,374
"445",73,144,110,84,16,25,90,81,1500,89,207,7,805,405,202,23,130,80,482,447
"446",156,203,54,39,88,74,117,131,1362,201,179,39,877,104,166,227,51,122,329,481
"447",100,141,35,43,64,87,199,102,1438,106,355,163,739,119,227,79,150,44,281,528
"448",157,187,52,14,67,142,19,136,1381,49,258,50,824,94,162,213,189,97,366,543
"449",179,139,92,70,45,53,57,227,1562,80,306,45,643,92,183,62,118,35,472,540
"450",111,65,45,112,42,30,54,176,1800,126,232,90,768,161,176,80,197,15,314,406
"451",78,269,75,6,133,93,160,289,1294,67,249,49,856,92,121,106,175,64,314,510
"452",200,179,27,52,65,63,116,276,1367,88,241,106,873,158,226,23,172,67,285,416
"453",66,107,34,32,97,248,234,180,1502,69,226,119,696,75,109,67,89,58,391,601
"454",140,189,60,56,25,90,150,108,1507,157,291,21,775,70,180,47,232,87,298,517
"455",208,116,18,36,68,55,118,211,2033,61,231,32,759,48,126,40,247,40,172,381
"456",125,77,205,85,61,152,137,89,1824,135,380,51,662,89,200,26,152,70,117,363
"457",94,94,93,84,139,110,142,194,1240,160,324,67,895,156,304,69,122,40,310,363
"458",209,222,11,42,30,52,74,70,1245,88,327,115,702,98,259,226,151,131,345,603
"459",95,68,36,90,116,33,168,165,1798,122,253,39,862,40,256,81,122,47,242,367
"460",159,86,21,40,111,48,93,85,1639,87,321,37,787,90,176,70,344,122,235,449
"461",169,98,59,72,148,20,92,170,1303,94,316,140,840,60,191,8,269,61,486,404
"462",101,75,49,84,22,12,144,155,1507,93,237,88,665,83,333,140,109,121,489,493
"463",121,96,34,64,42,49,280,184,1576,38,219,74,818,82,305,62,116,29,247,564
"464",141,238,42,47,49,42,69,336,1377,108,302,93,662,138,101,120,162,144,311,518
"465",164,172,104,22,92,65,165,261,1366,131,396,26,841,36,231,94,163,57,222,392
"466",122,147,42,68,191,23,51,225,1491,144,272,44,856,128,295,20,70,74,302,435
"467",137,65,88,87,65,106,95,175,1645,47,255,68,838,26,149,129,177,168,208,472
"468",203,210,25,73,53,113,135,175,1439,227,305,16,751,78,209,81,162,38,328,379
"469",213,85,151,50,91,46,89,78,1346,292,373,127,777,33,219,63,145,54,240,528
"470",149,153,87,10,34,89,96,102,1417,243,386,26,954,68,187,84,163,112,211,429
"471",103,160,68,38,36,85,73,90,1425,190,424,25,626,210,153,59,139,56,542,498
"472",180,187,100,80,61,179,29,161,1392,161,232,53,891,74,361,76,84,21,280,398
"473",55,136,22,49,231,58,268,159,1650,108,208,54,552,214,261,101,247,60,239,328
"474",151,102,93,100,68,107,123,153,1222,189,259,9,912,79,287,139,234,46,325,402
"475",117,91,69,113,66,114,105,262,1637,223,269,30,822,86,196,18,228,65,138,351
"476",255,177,54,84,84,61,146,286,1599,153,255,128,526,81,168,72,111,68,292,400
"477",185,122,48,50,117,101,133,195,1614,140,342,40,657,104,96,96,167,50,243,500
"478",97,239,49,58,101,28,60,219,1629,122,458,30,796,53,212,41,153,18,196,441
"479",182,213,73,88,25,78,108,133,1515,31,176,34,937,152,218,36,113,184,199,505
"480",165,46,85,164,38,104,166,104,1417,180,361,35,800,51,193,101,142,92,187,569
"481",171,173,87,21,144,32,141,190,1427,33,278,61,866,121,215,78,115,147,146,554
"482",76,183,59,41,70,43,85,184,1749,65,291,65,692,143,293,43,64,88,311,455
"483",115,112,53,55,76,73,143,193,1483,128,285,194,723,121,190,12,229,236,273,306
"484",95,214,84,85,55,89,133,170,1583,115,312,49,598,116,117,42,109,40,302,692
"485",195,190,24,102,96,175,119,201,1524,61,230,58,1066,80,137,39,114,64,302,223
"486",197,111,123,86,50,77,83,151,1682,83,302,49,790,75,175,46,98,73,317,432
"487",192,99,68,6,97,78,89,120,1488,167,222,53,1086,85,251,70,130,81,261,357
"488",92,204,56,101,167,48,176,270,1241,52,255,39,786,35,228,142,250,146,319,393
"489",163,276,141,43,90,68,125,229,1255,151,299,83,1058,27,278,83,160,56,148,267
"490",188,82,21,52,84,98,186,286,1709,83,254,27,782,200,184,25,162,39,238,300
"491",102,85,32,38,72,36,150,321,1352,99,507,49,660,136,147,38,123,38,266,749
"492",103,156,121,104,100,64,76,255,1453,52,332,64,793,68,170,91,188,96,219,495
"493",197,115,119,88,84,121,115,100,1594,78,216,65,826,47,225,63,96,76,290,485
"494",172,108,83,45,94,47,293,200,1381,144,288,101,718,68,141,89,143,122,321,442
"495",317,104,54,14,60,133,170,86,1529,64,425,42,639,86,213,149,126,104,350,335
"496",142,117,44,38,54,51,153,141,1621,37,401,82,1004,137,158,41,111,152,171,345
"497",156,151,5,65,46,163,82,116,1676,82,231,91,799,53,203,116,203,23,218,521
"498",261,167,117,45,86,184,92,50,1488,84,160,52,1071,48,216,83,148,77,218,353
"499",146,90,56,36,89,56,140,76,1493,105,160,146,1025,88,189,35,195,86,226,563
"500",184,196,66,57,128,22,51,154,1673,152,257,41,778,70,354,53,132,24,203,405
"501",180,144,7,38,60,132,188,161,1350,113,374,63,774,74,329,102,171,27,262,451
"502",98,103,175,43,25,56,81,61,1431,21,467,174,808,132,254,127,167,45,381,351
"503",134,161,91,81,71,91,77,174,1373,147,217,45,818,100,159,66,173,75,436,511
"504",185,251,52,11,175,62,92,227,1556,85,251,81,569,84,236,39,72,67,311,594
"505",200,152,16,124,59,41,216,229,1420,99,328,58,842,165,152,75,127,94,262,341
"506",222,212,51,22,110,87,44,178,1426,56,433,42,861,81,166,265,163,78,204,299
"507",91,155,102,44,81,97,70,171,1442,125,427,77,804,94,158,96,126,140,306,394
"508",95,105,61,47,120,120,187,180,1815,35,354,26,446,169,183,101,182,88,206,480
"509",134,100,24,57,62,51,94,166,1685,100,220,34,771,141,75,129,284,158,238,477
"510",154,167,31,64,87,101,98,196,1447,113,338,83,878,121,336,38,155,59,230,304
"511",92,159,91,109,53,179,151,241,1460,86,277,65,948,93,245,50,111,22,214,354
"512",178,101,126,45,60,131,103,223,1519,118,337,49,861,105,221,30,147,56,282,308
"513",242,183,129,16,120,75,111,177,1109,85,311,84,852,137,179,149,193,76,272,500
"514",96,137,24,27,89,13,172,177,1420,102,262,71,906,291,101,59,242,204,245,362
"515",128,83,38,124,140,111,95,128,1644,119,261,48,805,123,161,51,188,187,171,395
"516",123,93,81,80,102,89,79,256,1633,74,264,49,879,60,210,54,153,134,228,359
"517",79,131,157,29,28,30,163,35,1375,189,250,34,849,97,120,91,114,162,299,768
"518",135,142,63,66,70,104,102,125,1619,80,271,78,806,47,114,86,201,115,243,533
"519",225,167,119,86,33,100,75,221,1642,70,250,71,606,46,102,54,143,107,325,558
"520",124,61,36,167,74,74,131,136,1543,131,329,41,839,37,192,91,220,51,329,394
"521",167,64,56,29,13,64,155,149,1337,56,461,45,935,51,164,97,172,62,256,667
"522",242,102,67,43,211,72,86,234,1672,115,320,64,899,72,126,69,60,71,137,338
"523",75,171,54,125,65,28,90,163,1798,113,220,38,770,71,240,123,159,75,290,332
"524",124,100,28,47,106,108,28,206,1545,172,365,52,828,44,187,31,162,75,326,466
"525",150,116,40,67,68,48,218,211,1531,150,273,89,907,49,329,117,79,30,188,340
"526",172,99,67,38,55,77,46,192,1711,224,305,20,664,63,231,56,110,72,301,497
"527",257,121,22,115,66,43,164,192,1580,140,233,154,802,69,265,43,223,39,179,293
"528",163,72,76,25,40,55,104,154,1565,164,195,112,934,139,157,52,211,80,365,337
"529",186,78,54,152,67,59,36,160,1567,66,231,195,537,153,236,57,122,107,270,667
"530",219,105,43,128,104,31,131,292,1424,75,355,166,770,86,334,43,89,80,152,373
"531",98,67,154,60,17,67,55,88,1790,176,285,4,823,51,144,97,146,38,450,390
"532",134,107,175,76,39,25,94,84,1700,100,236,59,859,111,239,71,140,28,222,501
"533",105,139,40,26,129,69,162,183,1748,147,385,13,709,86,177,30,134,55,249,414
"534",157,219,78,25,74,105,186,175,1474,78,247,65,668,103,326,91,203,25,389,312
"535",78,131,67,7,97,60,124,172,1542,178,267,75,868,133,256,11,110,73,251,500
"536",273,67,58,35,52,54,78,164,1623,51,200,45,745,64,245,134,227,105,368,412
"537",95,92,105,142,74,114,60,147,1511,150,367,104,801,73,205,58,201,66,166,469
"538",80,336,83,71,120,76,145,125,1269,87,286,27,955,64,193,110,214,43,250,466
"539",155,93,70,29,100,88,112,178,1386,138,383,69,885,105,323,67,167,26,441,185
"540",122,83,55,21,67,79,77,149,1649,264,293,158,943,75,206,47,248,26,171,267
"541",181,99,1,32,71,35,165,191,1669,176,248,53,828,35,137,106,134,22,223,594
"542",151,60,63,71,31,87,136,142,1518,120,369,106,870,112,277,31,131,57,229,439
"543",138,173,12,120,70,86,181,145,1316,104,349,39,726,52,373,53,185,113,385,380
"544",112,63,25,67,161,55,222,142,1876,78,237,84,643,149,130,84,186,94,255,337
"545",121,123,68,117,40,84,134,157,1443,173,235,62,894,141,323,149,119,47,193,377
"546",363,144,62,55,106,17,118,295,1474,95,317,171,768,69,246,51,137,15,266,231
"547",133,211,69,217,43,59,53,145,1298,87,243,64,964,87,445,38,83,91,284,386
"548",126,64,163,83,68,69,167,101,1728,113,251,65,815,78,148,17,97,103,289,455
"549",83,173,136,44,126,63,154,92,1262,204,282,136,1031,25,194,24,279,121,184,387
"550",83,155,63,21,59,84,95,244,1584,185,106,49,996,54,136,144,208,66,296,372
"551",166,106,50,87,50,75,103,221,1560,73,364,127,804,70,184,71,80,41,390,378
"552",179,102,94,274,81,67,57,140,1407,73,311,42,767,79,237,66,193,11,424,396
"553",96,177,86,45,53,171,87,198,1606,94,285,55,688,70,254,120,202,58,373,282
"554",230,92,41,29,137,53,55,114,1590,143,391,46,748,88,275,88,181,23,325,351
"555",126,192,67,59,103,111,136,135,1505,39,298,77,735,137,235,50,130,34,416,415
"556",124,100,38,50,97,43,160,195,1678,147,158,68,742,38,207,45,176,50,391,493
"557",201,171,110,49,114,50,152,255,1380,51,259,34,940,114,236,70,157,67,309,281
"558",99,121,80,145,138,20,140,337,1505,187,309,57,572,45,162,223,142,45,348,325
"559",227,65,45,43,64,38,99,209,1495,111,281,73,677,186,328,106,111,72,247,523
"560",151,81,9,77,155,58,92,287,1360,141,351,88,917,46,172,54,190,11,240,520
"561",95,100,27,38,116,96,141,160,1487,184,570,98,824,38,254,54,124,68,118,408
"562",173,118,52,99,72,57,111,69,1546,126,363,103,948,115,127,123,152,65,227,354
"563",143,103,41,27,48,43,139,203,1591,75,188,29,835,87,138,31,448,37,436,358
"564",140,96,50,32,139,30,51,237,1518,166,238,94,960,75,207,115,138,131,150,433
"565",207,150,59,102,70,44,72,121,1671,65,346,43,801,86,165,79,65,101,361,392
"566",207,162,7,26,83,89,131,117,1461,109,244,24,1081,109,151,102,151,58,293,395
"567",112,89,139,37,131,138,153,149,1528,132,211,52,936,72,122,90,69,38,365,437
"568",163,172,53,122,159,121,90,69,1529,70,245,51,844,114,247,125,174,39,261,352
"569",206,191,12,24,97,35,32,109,1898,77,131,87,762,94,122,64,294,56,187,522
"570",72,135,22,93,87,45,238,106,1486,66,411,67,949,65,161,54,148,26,337,432
"571",248,116,23,103,44,134,129,122,1390,20,344,23,1048,92,272,110,56,121,324,281
"572",61,125,161,20,145,59,165,176,1747,334,296,60,649,146,89,5,225,51,168,318
"573",155,198,23,15,136,68,78,141,1619,107,226,39,1020,140,181,79,209,25,189,352
"574",123,89,66,25,68,67,101,270,1638,80,310,158,731,52,220,81,123,47,278,473
"575",79,112,105,19,64,81,204,175,1497,38,362,94,902,88,153,44,140,66,304,473
"576",124,144,10,34,109,59,139,200,1633,53,322,51,1038,105,308,28,213,12,162,256
"577",94,189,93,85,37,102,147,149,1631,132,373,82,753,101,273,25,88,39,209,398
"578",83,156,41,48,109,46,128,114,1703,127,321,21,937,70,201,91,92,85,369,258
"579",92,107,41,64,46,51,135,199,1560,32,442,20,1175,53,237,22,111,53,232,328
"580",182,47,38,107,115,27,52,95,1602,57,300,110,945,102,230,87,113,23,367,401
"581",79,108,96,94,162,115,165,205,1477,90,345,18,975,85,126,66,134,25,192,443
"582",279,116,34,84,71,41,101,250,1481,185,244,98,770,61,146,46,128,43,272,550
"583",309,142,34,16,93,123,50,156,1491,110,302,55,936,38,82,30,256,88,321,368
"584",148,127,63,65,84,111,170,120,1548,132,298,51,885,55,169,123,230,77,270,274
"585",161,65,54,49,52,61,186,154,1358,96,456,41,980,88,270,43,241,73,245,327
"586",129,65,86,63,50,47,44,257,1614,140,194,50,861,98,223,143,154,67,183,532
"587",147,161,88,48,76,86,163,254,1253,84,284,37,1051,258,135,76,113,53,196,437
"588",200,137,24,107,78,30,160,150,1469,79,214,87,903,74,301,21,192,41,430,303
"589",98,143,61,82,45,79,82,101,1771,73,298,12,918,58,216,56,204,37,139,527
"590",38,129,57,91,203,50,90,118,1648,52,453,16,935,122,188,94,134,36,105,441
"591",172,108,56,71,55,56,231,166,1539,88,339,55,802,112,213,85,248,34,185,385
"592",141,145,122,116,44,49,95,170,1344,138,171,38,963,120,280,96,267,49,174,478
"593",164,145,101,180,32,15,115,129,1428,213,354,62,799,49,197,92,229,23,184,489
"594",212,129,59,41,39,55,110,144,1364,69,261,22,771,65,274,73,219,76,385,632
"595",168,116,68,148,88,87,160,168,1448,67,275,51,849,81,173,48,223,47,295,440
"596",60,253,59,89,9,95,159,172,1594,75,259,39,984,97,261,55,157,19,228,336
"597",119,80,90,35,55,110,147,230,1616,123,196,53,835,36,205,24,143,144,234,525
"598",228,215,34,84,99,78,131,144,1420,133,253,0,691,118,228,172,107,150,187,528
"599",236,138,62,82,31,62,96,114,1356,253,223,53,968,55,267,44,183,73,294,410
"600",111,77,23,57,21,146,118,97,1600,88,290,17,932,85,311,4,174,35,272,542
"601",122,82,73,48,131,29,48,268,1423,130,296,24,596,147,280,169,160,150,315,509
"602",182,146,113,42,31,139,42,154,1800,87,402,23,643,195,161,22,90,120,161,447
"603",140,172,24,54,221,97,128,213,1591,82,293,69,774,40,183,94,134,50,181,460
"604",109,189,58,58,91,42,38,189,1378,158,512,81,734,130,207,57,154,61,334,420
"605",132,246,26,129,86,68,94,192,1546,84,255,104,1021,58,196,36,101,62,161,403
"606",164,110,63,75,81,102,245,148,1422,102,530,77,746,85,141,78,76,50,314,391
"607",125,100,72,45,89,85,153,179,1269,97,468,53,692,89,203,115,176,26,335,629
"608",246,57,70,43,25,20,98,139,1590,120,180,15,748,148,164,125,139,143,365,565
"609",68,111,90,62,100,77,93,243,1590,93,351,26,809,99,229,100,103,25,252,479
"610",156,78,43,111,70,73,100,127,1817,56,367,49,517,78,156,27,221,51,204,699
"611",265,173,33,34,18,78,106,133,1707,98,154,95,663,31,212,26,204,139,203,628
"612",230,59,107,24,75,106,100,127,1265,193,251,187,811,55,212,139,108,174,388,389
"613",156,93,15,59,57,63,75,229,1617,119,225,51,898,143,171,31,239,56,273,430
"614",215,157,19,79,166,76,165,99,1565,115,229,35,909,80,151,59,112,78,168,523
"615",182,194,72,20,65,160,111,209,1358,84,364,86,848,95,231,126,89,41,249,416
"616",110,114,70,47,52,83,192,91,1762,39,313,56,850,129,243,58,49,98,260,384
"617",193,46,68,68,141,78,100,164,1772,104,317,88,583,66,195,76,146,108,196,491
"618",170,213,47,76,181,110,135,126,1470,153,404,32,834,75,117,148,120,66,242,281
"619",110,281,56,11,33,119,198,207,1262,119,293,16,797,30,260,48,141,45,300,674
"620",82,115,46,39,7,37,97,212,1403,59,421,95,881,167,229,89,136,40,356,489
"621",109,126,32,154,48,87,78,277,1873,37,312,49,632,43,158,131,119,78,192,465
"622",152,118,92,74,23,36,74,156,1549,130,255,99,979,156,151,70,218,112,211,345
"623",317,180,80,59,62,62,181,99,1326,109,280,113,817,92,192,27,207,127,208,462
"624",94,70,23,11,263,40,66,82,1712,190,249,56,935,109,174,146,100,15,240,425
"625",146,115,65,132,67,56,116,224,1144,167,219,189,1001,94,146,100,235,38,293,453
"626",47,211,18,60,202,52,188,136,1293,87,428,42,785,31,241,92,109,73,354,551
"627",259,120,39,139,105,64,166,210,1494,60,313,123,790,38,153,149,245,50,167,316
"628",118,162,46,66,56,101,65,201,1526,188,337,61,1008,51,98,77,83,70,225,461
"629",115,206,66,29,38,109,108,88,1929,110,207,58,612,100,143,35,89,206,198,554
"630",120,142,64,45,75,88,148,118,1593,107,279,59,884,53,126,96,90,37,177,699
