"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"323",259,145,72,85,362,169,115,137,162,210,571,903,451,315,253,135,202,157,208,89
"324",340,211,168,74,83,157,127,255,119,162,218,296,400,683,200,289,689,165,199,165
"325",292,96,72,91,112,163,214,285,160,130,123,458,474,218,235,479,429,528,204,237
"326",255,144,165,276,54,164,130,206,252,69,283,256,499,238,190,198,785,379,299,158
"327",162,55,367,60,204,109,238,116,102,411,195,273,363,243,281,286,481,433,166,455
"328",406,25,128,64,280,183,573,225,52,378,212,250,194,176,177,591,328,333,146,279
"329",189,221,270,107,202,202,280,214,351,128,546,398,281,161,479,156,475,130,93,117
"330",215,107,62,213,34,118,260,291,209,220,454,554,349,367,54,128,698,382,170,115
"331",83,252,173,251,121,307,182,241,187,200,206,313,490,481,41,399,397,287,239,150
"332",163,34,612,104,139,118,146,231,267,340,143,416,246,94,207,45,475,555,297,368
"333",127,62,241,162,141,323,43,276,297,100,388,483,283,631,204,254,230,428,82,245
"334",235,187,239,66,154,207,185,389,170,63,258,339,222,543,398,261,368,301,344,71
"335",187,195,199,140,455,86,144,184,60,91,276,711,276,194,117,305,611,313,131,325
"336",232,153,163,164,327,99,304,676,135,283,273,318,56,399,351,126,190,313,218,220
"337",186,173,332,320,185,176,389,277,256,347,187,287,327,378,263,146,152,348,106,165
"338",204,155,393,238,57,236,297,205,115,503,269,356,69,163,401,397,309,94,319,220
"339",319,287,273,191,129,271,131,202,135,70,501,538,131,209,621,243,134,204,337,74
"340",433,165,247,113,494,86,246,399,233,80,148,321,233,276,304,320,280,221,167,234
"341",85,221,91,109,438,88,321,105,175,315,298,420,360,311,344,246,269,332,126,346
"342",208,157,131,351,232,220,167,318,414,29,323,885,310,61,238,106,278,212,110,250
"343",199,216,136,281,273,83,353,157,421,244,158,301,307,320,91,62,290,314,285,509
"344",377,204,364,33,379,225,33,292,103,107,291,165,162,517,206,355,234,343,390,220
"345",168,41,323,104,92,254,318,138,99,115,453,788,392,141,261,209,379,336,290,99
"346",274,330,199,290,265,354,174,134,69,47,220,506,316,163,241,340,528,251,169,130
"347",188,97,237,371,137,317,147,292,143,135,365,580,203,704,133,80,275,290,61,245
"348",315,88,109,208,21,334,88,649,169,158,278,149,241,334,218,344,431,406,323,137
"349",39,153,229,178,78,345,156,282,231,156,193,405,273,394,255,691,252,287,304,99
"350",170,409,91,116,354,165,159,157,286,225,484,248,401,319,104,205,445,317,65,280
"351",188,153,278,346,277,202,105,405,142,235,208,423,235,287,153,72,704,247,138,202
"352",104,209,384,289,40,387,61,250,426,348,309,505,151,286,267,144,409,188,122,121
"353",137,306,173,372,100,136,471,362,308,135,202,404,180,293,137,296,377,123,134,354
"354",291,60,297,346,352,163,90,240,37,59,248,310,538,413,321,143,287,351,330,124
"355",277,327,207,219,316,140,171,60,430,157,269,434,350,247,57,175,546,203,195,220
"356",279,84,86,245,85,425,371,96,530,116,386,269,317,405,184,252,382,261,126,101
"357",344,227,179,184,383,206,186,289,352,119,296,597,158,299,180,55,383,127,163,273
"358",473,170,165,201,199,152,143,389,139,550,289,232,248,172,328,117,396,333,217,87
"359",76,418,133,330,92,74,199,166,165,195,368,605,245,384,54,322,263,462,154,295
"360",319,308,312,218,182,117,167,269,58,137,176,388,226,236,412,337,236,396,420,86
"361",317,173,304,171,195,448,255,124,105,198,425,519,148,240,273,74,305,344,122,260
"362",269,222,464,152,144,403,70,165,257,333,234,466,189,404,194,286,302,157,154,135
"363",186,99,252,468,164,255,205,263,512,216,331,584,207,140,188,106,225,236,170,193
"364",134,143,78,102,284,116,177,196,136,324,227,641,407,221,544,468,153,187,275,187
"365",180,139,87,118,272,233,279,59,215,144,321,249,710,209,276,208,428,387,266,220
"366",234,87,86,135,299,231,169,145,424,106,423,311,240,349,68,205,275,593,292,328
"367",579,430,117,170,72,125,348,103,205,269,155,416,178,574,142,395,306,240,92,84
"368",199,214,45,249,138,171,169,182,107,177,338,310,500,355,271,189,618,513,51,204
"369",224,112,426,25,149,185,208,217,132,143,86,367,143,474,201,184,493,308,314,609
"370",325,329,334,102,574,240,206,155,80,270,373,427,198,354,183,151,190,206,241,62
"371",120,115,124,98,109,315,61,379,157,126,251,113,549,482,117,294,332,471,343,444
"372",88,83,334,203,173,309,258,97,113,160,246,383,417,349,117,199,234,552,264,421
"373",222,223,173,253,105,214,154,148,173,390,283,512,207,222,602,199,179,340,199,202
"374",288,189,196,143,229,460,144,315,55,179,164,264,237,839,73,205,342,313,172,193
"375",361,204,125,458,497,257,83,106,251,40,317,466,140,522,99,275,155,286,100,258
"376",241,169,196,155,177,307,285,166,39,59,353,525,207,287,153,203,495,449,258,276
"377",130,151,261,269,215,202,178,186,150,145,335,535,478,215,283,414,284,180,145,244
"378",198,324,540,101,292,81,192,104,260,215,254,636,212,398,95,250,417,139,204,88
"379",289,299,444,87,133,66,63,190,89,578,156,338,476,353,214,157,407,327,192,142
"380",112,279,168,238,309,166,384,137,69,301,166,364,465,542,87,108,490,221,194,200
"381",237,49,190,259,193,271,84,103,73,50,442,408,704,207,276,164,506,197,64,523
"382",174,85,309,327,86,166,551,333,295,149,345,200,199,418,160,211,443,151,258,140
"383",322,375,238,234,159,92,221,105,25,315,337,344,188,283,173,382,311,184,131,581
"384",377,230,210,265,101,140,260,150,258,95,145,523,543,356,182,266,348,222,220,109
"385",54,100,165,196,122,604,230,256,380,110,187,605,124,357,236,257,291,83,327,316
"386",191,270,126,96,131,114,565,499,116,138,431,311,280,428,238,221,429,181,98,137
"387",272,281,151,68,129,188,173,103,122,212,464,708,372,418,213,141,296,265,205,219
"388",237,272,206,160,135,545,416,140,175,72,214,649,98,155,181,37,694,385,98,131
"389",165,9,130,300,188,316,87,98,148,288,332,847,351,273,374,360,177,233,278,46
"390",329,133,91,178,57,275,140,313,241,362,442,302,285,584,265,147,220,399,145,92
"391",170,375,272,348,282,182,79,220,153,170,214,388,229,268,258,76,226,291,534,265
"392",227,277,223,199,109,208,246,159,129,278,174,570,192,189,417,127,477,214,211,374
"393",109,103,336,173,47,107,505,70,146,41,326,672,545,364,95,239,185,745,82,110
"394",80,174,164,379,139,290,144,231,144,437,593,227,326,185,293,176,486,386,58,88
"395",289,139,159,207,86,118,364,294,116,227,284,411,393,538,65,316,338,217,296,143
"396",156,84,208,299,42,395,37,579,280,220,139,242,192,388,101,254,478,412,272,222
"397",131,268,319,37,19,330,46,125,166,91,374,809,510,356,328,188,221,221,334,127
"398",239,344,169,116,301,163,204,141,87,222,387,556,230,263,299,87,250,421,125,396
"399",136,114,231,154,87,546,205,287,200,103,151,684,265,173,335,402,210,298,242,177
"400",140,225,104,50,439,206,256,220,149,86,157,261,168,657,291,326,527,373,248,117
"401",108,348,313,145,106,97,224,317,293,282,486,380,150,239,411,379,231,155,229,107
"402",265,102,347,195,393,350,102,250,125,181,290,494,85,280,88,248,431,243,381,150
"403",203,286,143,133,265,241,162,112,203,163,89,174,425,311,146,194,743,190,498,319
"404",139,241,302,178,121,366,211,144,212,90,303,334,459,379,206,182,372,190,339,232
"405",130,66,224,142,303,171,287,259,306,78,426,461,338,295,91,170,653,446,94,60
"406",300,54,41,70,175,246,202,117,379,137,314,513,486,149,229,163,599,182,221,423
"407",360,108,234,162,214,216,343,332,183,54,142,448,173,394,144,186,335,427,393,152
"408",257,42,369,337,152,256,312,255,122,57,237,529,195,439,319,157,421,195,84,265
"409",165,265,104,167,55,423,108,313,45,90,263,554,232,86,251,811,410,79,137,442
"410",216,150,574,139,264,70,272,89,374,146,395,510,497,243,188,142,198,203,118,212
"411",142,213,283,140,205,227,83,196,55,418,110,608,81,370,182,63,682,318,390,234
"412",143,322,216,141,243,124,337,338,40,209,357,363,155,317,84,354,499,387,184,187
"413",332,98,293,54,236,132,97,252,478,264,209,514,292,345,113,127,415,401,68,280
"414",336,155,68,277,90,336,125,111,120,193,777,514,242,229,264,254,161,230,293,225
"415",129,137,398,288,475,26,414,506,150,609,324,373,212,221,144,111,118,162,92,111
"416",172,195,147,365,156,98,289,148,112,67,346,536,774,209,208,111,294,365,267,141
"417",219,304,141,225,320,131,249,122,135,229,192,453,274,352,176,200,538,171,284,285
"418",350,269,227,118,91,185,362,116,191,298,244,451,138,398,262,192,362,265,260,221
"419",130,223,297,113,257,110,222,261,87,229,341,473,410,280,218,160,364,132,213,480
"420",51,48,442,389,292,236,217,120,286,167,224,404,259,203,153,180,272,550,279,228
"421",162,200,118,95,391,300,122,309,91,175,229,340,295,521,350,289,333,330,136,214
"422",335,299,331,164,211,93,242,315,211,133,344,248,428,108,379,181,166,270,447,95
"423",150,283,82,90,208,86,154,261,331,204,178,541,382,814,404,212,100,297,41,182
"424",159,67,248,54,142,340,367,178,196,206,307,320,276,560,241,249,615,169,170,136
"425",209,261,88,231,101,691,150,238,63,343,359,638,132,218,66,215,328,357,166,146
"426",242,215,219,357,340,242,320,209,66,70,257,367,489,383,114,221,254,150,256,229
"427",204,254,303,65,322,149,177,408,87,432,103,328,303,217,278,292,376,496,21,185
"428",123,76,168,156,315,291,289,358,146,389,166,521,129,403,372,63,336,437,147,115
"429",252,310,198,126,126,312,346,190,226,119,496,303,253,454,85,374,335,327,109,59
"430",93,212,238,91,269,293,68,225,128,112,141,335,229,658,57,248,590,233,271,509
"431",250,185,236,97,84,324,510,224,216,184,256,782,396,152,98,214,354,147,77,214
"432",256,122,89,109,174,436,220,87,254,427,217,577,432,155,104,251,560,201,254,75
"433",279,33,471,264,165,237,179,169,157,222,265,358,596,306,85,321,567,164,70,92
"434",189,192,85,277,244,355,165,185,65,102,265,611,226,436,248,295,378,194,182,306
"435",101,77,488,95,122,129,178,216,328,195,331,214,222,439,233,250,284,214,404,480
"436",364,174,228,123,253,168,144,320,191,181,403,370,331,384,255,149,271,368,235,88
"437",67,6,143,268,282,371,207,230,222,139,457,396,538,212,108,164,424,426,243,97
"438",103,324,207,133,255,264,42,83,103,100,275,264,144,395,140,323,867,585,132,261
"439",280,267,372,97,78,227,372,201,270,122,313,319,407,284,229,258,203,188,199,314
"440",158,329,114,285,158,356,326,54,114,127,364,474,326,275,346,216,402,191,288,97
"441",376,220,209,292,83,193,143,8,129,365,149,731,268,246,181,143,325,372,245,322
"442",112,222,220,127,225,467,274,139,379,253,376,293,244,362,256,52,524,110,162,203
"443",287,226,255,146,155,385,465,161,182,218,215,414,296,250,228,202,363,232,142,178
"444",341,270,149,362,325,383,205,186,103,73,195,618,259,356,102,70,388,137,107,371
"445",169,81,264,59,121,145,603,172,64,165,128,504,271,312,296,180,268,379,522,297
"446",257,225,76,41,103,458,321,282,138,73,278,496,387,446,202,214,343,127,415,118
"447",111,335,310,191,161,83,110,259,137,264,391,281,590,303,213,103,269,376,458,55
"448",55,84,490,193,40,113,126,153,172,79,178,978,484,379,191,97,524,229,246,189
"449",264,85,308,386,246,309,120,242,111,78,190,192,152,228,242,218,652,390,72,515
"450",240,255,217,326,10,108,124,99,128,81,320,960,224,454,127,339,295,285,119,289
"451",183,247,221,208,68,191,96,317,270,315,286,558,248,425,255,246,274,189,225,178
"452",369,32,283,190,239,116,157,136,243,142,308,205,431,869,168,274,243,214,220,161
"453",278,191,182,116,387,159,451,213,79,101,133,572,331,432,329,89,390,165,275,127
"454",439,250,367,74,368,119,76,182,453,166,378,258,153,702,145,102,407,198,51,112
"455",121,363,172,112,240,122,59,95,180,239,76,393,594,322,305,398,609,189,374,37
"456",458,154,160,106,137,75,148,266,57,113,197,382,146,469,84,361,506,357,620,204
"457",325,131,317,222,198,32,261,147,383,456,146,582,282,78,278,228,205,365,196,168
"458",149,106,228,245,215,226,256,210,309,273,221,241,508,250,290,212,540,224,58,239
"459",177,52,40,127,306,187,117,143,368,211,424,559,268,171,202,286,529,356,290,187
"460",146,90,256,192,28,38,216,333,65,249,372,541,216,388,405,347,522,251,132,213
"461",81,222,490,409,97,211,167,265,206,160,469,431,194,293,133,112,292,299,186,283
"462",225,176,262,190,275,236,207,295,102,87,355,310,126,577,118,203,723,328,97,108
"463",112,191,121,151,136,195,146,137,541,145,333,313,430,240,106,213,563,109,517,301
"464",162,215,147,100,210,317,211,426,158,193,155,345,281,114,114,192,664,527,219,250
"465",316,319,197,240,476,127,102,213,174,42,246,415,193,120,178,193,467,500,289,193
"466",202,150,189,210,233,207,194,211,120,204,195,485,255,355,582,48,443,270,208,239
"467",382,84,277,211,112,75,68,363,102,76,338,397,276,308,314,240,864,177,231,105
"468",189,343,60,86,170,372,454,62,301,128,384,295,501,70,243,405,504,101,151,181
"469",330,262,213,180,430,382,95,246,141,337,584,407,89,313,121,199,279,87,256,49
"470",55,289,276,162,286,218,166,123,134,95,150,754,312,237,59,157,694,376,254,203
"471",258,179,59,212,14,82,399,221,189,195,304,258,527,193,210,277,542,358,264,259
"472",228,328,268,221,125,269,323,269,238,242,158,303,177,660,298,237,287,153,163,53
"473",129,153,600,418,222,357,131,182,125,126,126,392,246,161,413,245,420,243,153,158
"474",588,230,217,35,92,217,131,218,263,351,164,563,167,410,104,249,421,184,57,339
"475",340,138,44,137,126,561,97,267,223,242,512,320,334,191,224,138,501,210,252,143
"476",179,150,128,309,194,40,233,287,101,358,227,859,213,608,339,66,395,119,57,138
"477",117,179,336,299,275,200,177,327,265,192,181,426,255,581,188,50,280,207,232,233
"478",568,161,139,151,133,225,160,285,177,246,304,654,296,259,340,33,452,69,46,302
"479",171,238,259,238,368,85,446,561,127,160,229,458,229,150,84,215,315,239,274,154
"480",206,387,168,46,305,289,143,246,196,118,240,673,148,211,207,241,273,486,187,230
"481",298,348,241,129,119,139,249,217,235,186,66,342,223,206,67,297,499,422,353,364
"482",140,36,558,48,296,153,144,91,219,341,337,353,118,446,304,196,445,408,50,317
"483",302,234,492,109,47,101,327,235,24,123,294,546,293,388,67,207,602,107,384,118
"484",119,120,53,112,262,354,222,365,77,157,460,781,298,340,149,177,158,497,117,182
"485",333,218,129,98,115,311,25,282,74,369,521,442,228,434,286,87,430,291,263,64
"486",328,141,56,127,161,349,183,99,234,112,203,996,255,665,108,293,427,43,85,135
"487",201,169,439,154,150,271,34,298,114,206,323,608,373,157,72,208,806,180,97,140
"488",63,335,145,215,119,236,379,290,344,67,382,147,215,287,145,80,505,293,180,573
"489",37,222,217,321,107,200,125,353,130,167,233,336,474,735,175,137,320,104,86,521
"490",292,188,113,417,89,58,409,264,189,147,290,395,215,442,396,158,333,167,229,209
"491",271,173,284,34,287,248,376,237,101,97,352,749,186,246,123,304,343,224,276,89
"492",125,140,291,139,116,185,316,83,131,358,191,701,206,412,116,352,563,248,177,150
"493",155,114,220,260,219,257,343,213,142,245,254,450,226,469,150,81,726,151,203,122
"494",259,195,245,275,351,210,224,64,271,306,300,366,279,269,167,96,367,332,178,246
"495",200,136,34,131,126,188,260,363,252,153,248,464,393,523,227,191,643,103,229,136
"496",313,51,136,507,141,160,53,223,225,87,491,339,223,381,456,224,230,219,356,185
"497",429,242,121,169,118,174,165,179,224,223,269,298,536,358,429,188,320,228,99,231
"498",164,69,98,331,577,187,230,164,50,88,237,401,564,429,109,271,249,352,115,315
"499",182,192,154,266,168,242,492,603,129,84,298,610,244,221,118,66,461,237,121,112
"500",244,163,249,77,109,130,154,637,299,231,102,513,341,320,180,498,217,80,317,139
"501",154,138,309,299,262,144,271,192,101,130,171,424,290,524,456,101,313,379,82,260
"502",437,390,73,96,319,158,78,46,270,182,404,437,18,108,167,331,774,68,431,213
"503",148,104,296,194,86,415,177,200,378,280,105,489,320,402,282,178,472,167,125,182
"504",177,191,302,219,43,263,166,50,233,88,417,683,242,345,295,242,303,163,321,257
"505",105,115,295,60,258,474,399,111,278,146,119,281,404,517,119,163,276,188,128,564
"506",157,414,194,164,261,188,232,300,218,245,204,396,334,298,298,217,331,314,84,151
"507",319,214,363,45,108,366,137,234,187,89,384,338,335,494,200,449,350,177,68,143
"508",132,151,181,156,63,91,244,183,180,304,278,375,348,328,344,475,326,333,221,287
"509",97,245,268,523,269,236,249,192,184,108,126,745,339,203,116,163,248,144,330,215
"510",401,225,93,317,191,224,207,243,122,93,151,658,327,371,126,264,294,222,262,209
"511",163,263,220,59,295,397,127,177,150,125,634,721,465,215,240,48,165,211,161,164
"512",161,105,66,62,15,165,257,665,75,231,378,668,99,176,533,134,330,204,229,447
"513",101,101,181,204,157,397,185,182,46,66,238,442,199,653,513,88,617,266,203,161
"514",158,81,83,329,417,72,121,391,177,152,517,328,231,251,108,125,752,444,112,151
"515",268,239,111,286,340,62,42,462,128,179,429,305,226,503,231,143,325,464,127,130
"516",209,127,260,46,225,453,306,396,52,192,653,211,203,152,229,300,552,175,133,126
"517",316,256,309,351,156,202,215,336,290,108,320,513,154,179,126,288,495,173,73,140
"518",356,436,202,316,300,179,60,129,252,122,223,358,287,398,203,137,173,414,89,366
"519",83,621,276,176,246,143,142,230,88,308,510,368,214,190,316,290,352,94,215,138
"520",140,112,51,236,177,270,253,285,142,217,359,285,325,425,119,375,390,350,368,121
"521",352,105,124,177,174,464,56,278,171,26,263,511,272,598,247,217,123,388,149,305
"522",352,116,312,73,177,440,289,174,246,154,256,322,101,347,73,640,184,509,74,161
"523",232,51,291,179,176,435,51,275,273,110,164,655,94,551,173,113,509,324,281,63
"524",270,388,99,68,167,388,108,73,285,216,308,683,42,401,156,200,569,225,73,281
"525",284,95,54,56,173,338,148,386,269,228,240,593,87,484,72,405,543,381,110,54
"526",410,242,97,22,140,132,247,134,289,54,426,785,125,531,125,350,258,246,188,199
"527",212,173,135,375,100,65,232,412,342,76,177,502,304,229,332,223,609,184,84,234
"528",109,82,287,156,217,144,131,191,194,215,333,402,326,192,321,475,310,298,334,283
"529",127,78,201,206,159,88,433,301,274,312,573,383,189,195,67,328,502,289,123,172
"530",211,394,112,85,228,307,55,165,78,50,298,177,202,320,406,387,403,412,564,146
"531",136,141,97,160,91,100,291,241,198,215,267,311,323,560,56,124,1018,276,143,252
"532",403,148,335,142,250,254,138,113,256,285,308,216,359,350,250,162,411,468,91,61
"533",213,159,63,305,177,208,310,342,75,116,186,595,186,297,87,249,891,156,200,185
"534",166,309,303,268,367,256,164,176,203,181,361,177,412,226,174,276,139,491,95,256
"535",113,28,231,223,271,280,140,333,176,373,298,543,368,282,254,168,232,378,149,160
"536",291,183,65,252,241,296,191,298,341,371,478,156,480,194,188,302,257,215,137,64
"537",147,58,217,270,275,78,267,383,421,160,144,317,403,528,183,233,241,137,287,251
"538",241,172,246,138,73,217,451,342,137,224,283,676,237,196,245,136,163,535,156,132
"539",205,173,169,114,116,309,45,276,211,351,138,349,187,215,303,246,362,568,201,462
"540",166,47,192,95,164,324,185,295,151,288,175,564,175,524,331,178,277,371,304,194
"541",271,233,202,67,234,67,132,161,415,160,359,433,278,270,106,280,454,236,399,243
"542",113,230,218,134,175,208,148,59,131,620,426,519,425,204,162,79,467,309,209,164
"543",334,75,218,628,226,353,171,257,254,156,230,178,466,131,53,271,338,433,89,139
"544",84,238,286,201,98,210,238,186,110,286,514,306,207,471,287,114,465,371,196,132
"545",147,62,239,135,212,288,460,265,66,169,91,332,578,248,510,279,208,328,92,291
"546",287,332,233,89,210,48,159,142,201,31,447,591,425,413,276,306,416,229,84,81
"547",234,144,138,125,357,154,184,199,359,80,233,274,573,407,302,243,222,366,138,268
"548",238,274,198,136,130,133,386,230,77,108,247,570,143,204,170,265,137,298,344,712
"549",181,215,256,135,201,233,406,211,167,277,267,390,333,269,292,244,593,128,97,105
"550",333,76,213,135,186,613,208,275,79,227,357,407,227,214,346,255,247,176,158,268
"551",365,178,268,67,313,187,232,277,28,131,319,384,248,664,151,301,200,391,145,151
"552",288,175,88,36,211,131,171,62,215,156,387,732,205,801,160,63,382,196,304,237
"553",190,133,109,246,139,263,232,104,132,320,351,335,382,330,333,322,156,464,200,259
"554",318,153,108,453,254,153,253,448,152,271,276,353,275,413,180,179,193,319,115,134
"555",223,217,251,225,222,238,351,44,257,235,377,364,130,255,252,350,118,332,319,240
"556",323,273,567,321,59,229,254,329,106,187,464,401,113,325,151,227,240,114,135,182
"557",194,588,263,157,216,205,214,85,279,155,438,356,205,224,216,329,206,170,356,144
"558",187,83,242,272,195,377,158,220,86,56,361,402,234,306,468,128,310,156,550,209
"559",89,407,198,168,207,298,166,365,441,171,79,515,102,361,249,81,241,275,327,260
"560",262,253,105,66,181,77,368,178,79,216,285,674,301,499,351,256,203,340,89,217
"561",320,377,210,210,224,79,116,161,143,240,252,351,484,424,158,281,318,337,25,290
"562",400,240,111,200,98,239,276,141,147,277,498,386,287,318,207,178,560,128,73,236
"563",367,13,155,253,278,166,141,68,308,174,274,208,329,457,198,252,800,144,266,149
"564",246,92,340,184,149,126,176,667,110,133,190,260,296,573,79,141,317,352,407,162
"565",404,111,156,182,74,149,507,190,124,34,685,531,454,166,370,215,296,134,159,59
"566",172,91,68,441,304,259,259,78,468,89,110,617,379,175,67,369,264,235,348,207
"567",151,190,172,250,197,383,273,199,84,171,287,248,629,336,110,137,338,425,264,156
"568",386,157,400,167,156,296,198,128,204,226,181,384,273,369,112,248,231,470,221,193
"569",106,352,253,172,145,156,314,143,160,127,155,153,714,739,190,197,370,149,266,139
"570",406,195,522,267,49,194,204,551,252,61,294,265,336,288,220,152,198,156,71,319
"571",160,252,592,287,108,70,176,284,119,44,372,360,145,241,387,164,657,385,93,104
"572",198,162,324,220,88,239,360,263,132,227,263,445,320,159,314,350,435,307,106,88
"573",235,186,317,96,448,310,125,137,97,117,254,442,253,502,327,75,213,318,262,286
"574",313,81,239,66,296,247,176,194,162,472,363,190,476,246,138,161,277,455,198,250
"575",142,260,329,311,255,169,77,183,162,200,495,134,379,366,34,271,402,153,316,362
"576",506,63,445,38,80,137,50,82,470,89,288,254,381,301,169,360,566,204,143,374
"577",201,55,129,123,101,233,217,155,262,257,350,446,198,303,160,250,366,336,416,442
"578",235,128,227,392,413,150,233,343,223,118,384,180,187,238,240,189,595,150,182,193
"579",287,75,197,61,234,220,263,227,259,245,218,594,157,412,266,272,440,181,291,101
"580",228,141,132,238,227,295,281,243,192,144,306,386,333,455,163,59,598,235,125,219
"581",227,294,30,182,120,513,75,261,174,333,173,663,341,517,142,135,397,145,187,91
"582",176,389,157,192,184,53,225,401,97,136,93,624,241,298,298,245,359,329,237,266
"583",337,433,242,195,189,158,135,299,158,96,320,634,144,324,307,192,326,138,133,240
"584",294,148,308,116,142,275,189,125,121,116,396,390,444,314,97,259,568,355,90,253
"585",95,109,254,163,507,240,211,182,106,105,389,318,221,262,174,554,477,376,22,235
"586",118,242,146,93,286,200,183,174,270,125,179,617,439,342,136,327,317,527,236,43
"587",199,56,268,204,129,294,176,136,213,290,115,366,171,698,420,135,410,473,152,95
"588",166,195,87,288,273,230,549,100,335,176,165,390,427,246,203,101,476,208,139,246
"589",448,251,88,287,214,337,366,330,142,178,385,258,194,315,241,276,255,164,101,170
"590",315,172,369,236,118,260,385,198,38,132,204,597,376,334,252,193,114,378,237,92
"591",161,226,339,42,244,81,390,204,83,196,169,386,154,747,208,217,258,314,383,198
"592",246,140,114,135,384,193,284,233,386,98,382,628,125,480,191,254,146,378,100,103
"593",85,248,313,25,410,110,368,282,248,128,303,183,188,625,234,261,291,335,114,249
"594",545,207,150,412,101,223,228,369,188,125,192,573,149,202,107,153,206,416,406,48
"595",145,542,284,205,323,107,166,464,129,179,218,402,168,381,88,113,492,258,219,117
"596",292,150,267,144,372,284,144,252,232,356,107,628,299,244,281,205,199,331,169,44
"597",102,464,213,228,273,314,347,223,25,117,272,653,369,191,240,150,378,57,122,262
"598",181,76,57,190,100,216,56,229,306,258,602,236,306,657,136,536,270,210,268,110
"599",340,229,91,249,298,292,104,82,319,280,339,452,242,347,165,120,370,246,129,306
"600",184,261,263,140,96,208,182,131,286,286,435,225,266,617,114,217,457,318,54,260
"601",239,253,208,220,221,87,199,333,76,330,124,403,490,242,151,366,365,235,272,186
"602",295,77,175,89,146,249,240,300,87,75,327,544,247,667,106,173,535,344,101,223
"603",381,240,148,106,546,108,354,202,136,151,446,368,132,548,164,179,217,246,186,142
"604",105,135,217,56,96,138,141,530,146,125,469,271,151,472,530,293,442,382,180,121
"605",530,131,220,129,191,269,233,286,96,150,178,351,369,318,233,224,417,454,127,94
"606",64,210,349,132,398,239,48,142,289,284,314,412,187,496,104,75,347,407,156,347
"607",211,40,72,315,186,461,79,106,135,93,410,699,190,482,258,312,332,180,270,169
"608",318,364,254,323,75,379,201,150,173,123,292,355,186,339,596,300,220,93,158,101
"609",175,88,88,304,231,388,363,297,137,243,152,490,191,410,255,170,397,250,260,111
"610",336,191,151,189,250,584,48,192,260,165,103,450,204,130,332,302,152,474,329,158
"611",304,56,407,221,108,264,288,299,72,484,320,522,56,244,337,164,479,59,156,160
"612",601,224,338,208,133,240,94,84,176,121,230,599,313,177,206,150,274,365,309,158
"613",115,203,95,60,382,306,231,343,101,260,374,81,157,406,75,55,747,405,446,158
"614",200,71,517,130,139,103,70,186,266,83,299,526,107,292,352,684,291,248,111,325
"615",561,304,169,185,228,221,259,72,163,157,105,584,195,187,113,251,577,157,225,287
"616",174,362,180,165,402,173,71,59,198,316,321,259,268,650,411,64,506,116,200,105
"617",161,326,92,221,65,205,481,455,134,259,339,246,349,321,336,259,255,294,101,101
"618",224,209,157,53,531,101,68,452,80,159,662,448,389,381,128,140,355,250,169,44
"619",175,148,215,70,164,136,433,614,251,160,190,305,352,156,501,159,183,421,190,177
"620",215,68,57,128,144,255,171,72,199,158,341,513,113,538,256,237,788,198,417,132
"621",249,44,155,55,162,225,42,118,443,142,278,435,304,383,279,108,226,457,576,319
"622",361,112,129,238,259,266,429,268,280,173,152,249,151,407,182,313,252,500,174,105
"623",368,213,158,100,22,314,102,196,151,223,198,786,413,186,195,428,498,174,137,138
"624",171,295,202,152,178,266,107,328,380,102,264,344,187,422,450,132,411,231,198,180
"625",399,158,278,119,80,146,213,198,52,293,285,360,233,298,231,213,661,173,128,482
"626",117,102,276,183,327,215,233,415,159,194,367,432,325,321,155,127,479,318,143,112
"627",158,92,253,312,122,173,172,447,62,84,437,498,371,242,345,146,422,376,189,99
"628",231,634,187,277,261,376,330,49,61,416,195,283,446,275,72,94,191,155,428,39
"629",143,67,48,38,68,325,138,528,418,146,320,642,265,241,184,321,396,202,339,171
"630",105,118,92,119,220,379,353,114,220,173,129,380,296,368,225,86,1022,292,221,88
"631",112,171,189,81,418,178,139,12,197,334,542,573,176,649,298,153,351,71,200,156
"632",244,233,81,365,465,214,192,251,121,79,787,465,138,241,413,206,207,181,30,87
"633",274,202,149,201,153,152,154,250,195,115,394,356,310,548,123,393,602,131,243,55
"634",108,125,320,322,158,229,285,131,194,269,730,350,271,294,264,196,144,178,317,115
"635",333,35,108,54,116,156,376,248,244,315,155,291,471,350,141,309,445,145,320,388
"636",344,121,213,318,243,77,297,258,165,123,241,481,414,239,252,286,387,151,115,275
"637",160,127,216,131,94,233,71,250,71,91,482,824,697,270,274,309,297,43,129,231
"638",498,117,221,244,107,215,324,368,344,31,348,302,282,300,100,321,272,102,235,269
"639",151,328,248,106,244,163,716,78,105,287,165,659,329,284,158,107,195,231,203,243
"640",122,82,289,116,166,226,148,108,114,232,238,871,151,461,207,292,313,220,176,468
"641",581,50,61,190,73,126,377,409,349,233,292,100,386,300,194,229,149,442,222,237
"642",177,35,75,73,117,351,194,204,125,417,317,493,494,367,298,376,308,111,124,344
"643",164,75,146,333,126,206,205,151,80,251,304,555,182,338,417,352,301,389,329,96
"644",479,108,442,153,127,206,192,69,118,86,217,770,247,452,235,142,350,380,146,81
"645",190,34,202,148,210,194,238,64,218,283,188,442,306,648,138,299,297,278,202,421
"646",219,360,187,168,467,122,188,103,44,132,408,228,207,417,348,310,533,186,46,327
